retailer_name,retailer_lat,retailer_long,retailer_category,ride_type,retailer_product_name,retailer_product_target_age,retailer_product_target_gender,retailer_product_discount
Abbo Nano - Near Masjid Khadija Ul Kubra,24.83,67.106,,,,,,
Muhammad Khan Street - Karachi,24.8693,67.0548,,,,,,
Hotel One - Clifton - Clifton - - Sindh,24.8053,67.0314,,,,,,
Lyari Expressway - Karachi,24.9319,67.0921,,,,,,
Allama Shabbir Ahmed Usmani Road - Karachi,24.9305,67.0936,,,,,,
Cafe Zouk - Masjid-e-Tayyaba Street - SMCHS - Karachi,24.8646,67.0551,restaurants,Business,,,,
Abul Asar Hafeez Jalandhari Road - Karachi,24.9154,67.1292,,,,,,
Staff Lane 3 - Karachi,24.8316,67.0727,,,,,,
Moinabad Road - Karachi,24.8992,67.1824,,,,,,
Staff Lane 3 - Staff Lane 3 - Defence Housing Authority - Karachi - Sindh,24.8307,67.0695,,,,,,
Steep Hill Drive - Karachi,24.9263,67.1301,,,,,,
Butlers Chocolate Cafe - 6th Commercial Lane - Gizri - Karachi - Sindh,24.8172,67.041,restaurants,Business,,,,
Siraj Road - Karachi,24.868,67.0605,,,,,,
Hotel One - Clifton - Clifton - - Sindh,24.8049,67.0313,,,,,,
Gloria Jean's Coffees - Jamshed Town - Karachi - Sindh,24.8639,67.055,,,,,,
Home accurate,24.8179,67.078,,,,,,
National Bank of Pakistan - PIDC House - Dr. Ziauddin Ahmed Road - - Karachi,24.8464,67.0249,,,,,,
Cricketers Avenue - Karachi,24.9375,67.0332,,,,,,
Jamia Masjid Khair ul Amal - Nazimabad - Karachi - Sindh,24.9167,67.0392,,,,,,
Faysal Bank - Iqbal Arcade - Shaheed-e-Millat Road - D.M.C Society - Karachi,24.8779,67.0672,,,,,,
Home accurate,24.818,67.0781,,,,,,
Home,24.8467,67.0372,,,,,,
25-26 Street - Karachi,24.8645,67.0478,,,,,,
Razi Road - Karachi,24.8643,67.0639,,,,,,
Dot Zero - Tariq Road - Jamshed Town - Karachi - Sindh,24.8785,67.0642,,,,,,
Choudary Rehmat Ali Road - Karachi,24.8563,67.0541,,,,,,
Movenpick Hotel - Club Road - PIDC - Karachi,24.8464,67.0259,,,,,,
Irish Night - Rojhan Street - Clifton - Karachi - Sindh,24.8168,67.0229,restaurants,Business,Chiken Taragon,16-32,Female,0.15
Josh Malih Abadi Road - Karachi,24.9297,67.0583,,,,,,
Movenpick Hotel - Club Road - PIDC - Karachi,24.8467,67.0258,,,,,,
NADRA Executive Registration Centre - Shahrah-e-Quaideen - Jamshed Town - Karachi - Sindh,24.8667,67.0525,,,,,,
Techno Universal Road - Karachi,24.9254,67.034,,,,,,
HRS Global (Pvt) Limited - Shahrah-e-Faisal - Jamshed Town - Karachi - Sindh,24.8619,67.0648,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8301,67.073,,,,,,
Laraib Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9223,67.0813,,,,,,
Movenpick Hotel - Club Road - PIDC - Karachi,24.847,67.0261,,,,,,
block-7 - Karachi,24.8289,67.022,,,,,,
NADRA Swift Registration Office - Korangi Road - Karachi,24.8334,67.0736,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8785,67.0641,,,,,,
Ginsoy Extreme Chinese - Khayaban-e-Bahria Road - DHA Phase 6 - Karachi,24.8075,67.0608,,,,,,
Home - Near home Near - Al-Rehman Grammar School - North Karachi Township - Karachi - Sindh,25.0034,67.0579,,,,,,
Jinnah International Airport (International Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.8995,67.1683,,,,,,
University Road - Karachi,24.9373,67.1455,,,,,,
Institute of Business Administration Karachi Main Campus - KU Circular Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9413,67.1139,,,,,,
Moon Garden - Gulshan-e-Iqbal - Karachi - Sindh,24.9141,67.1104,,,,,,
Hussainabad Street - Karachi,24.9243,67.0649,,,,,,
Galaxy Comfort Apartments - Gulshan-e-Iqbal - Karachi - Sindh,24.8754,67.0916,,,,,,
Sahil Avenue,24.7764,67.0528,,,,,,
Jinnah International Airport (Arrivals) - Karachi,24.9001,67.1684,,,,,,
???? ????? ?????? ??? - Karachi,24.8757,67.0451,,,,,,
National Bank of Pakistan - Head Office Building - I.I. Chundrigar Roadd - - Karachi,24.8489,67.0023,,,,,,
Jang Press - I. I. Chundrigar Road - Karachi,24.8505,67.0158,,,,,,
Faysal Bank - Block 13-C Main University Road - Gulshan-e-Iqbal - Karachi,24.9043,67.0778,,,,,,
Movenpick Hotel - Club Road - PIDC - Karachi,24.8466,67.0261,,,,,,
Natha Khan Bus Stop - Shah Faisal Colony - Karachi - Sindh,24.887,67.1435,,,,,,
Sunar Gali - Karachi,24.873,67.06,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8299,67.073,,,,,,
B Street - Karachi,24.7967,67.0406,,,,,,
"Cosmopolitan - Main E Street - Block 4, Clifton - Karachi",24.8042,67.0329,,,,,,
Ziauddin Hospital - North Nazimabad - Karachi - Sindh,24.9245,67.0453,,,,,,
Jinnah International Airport (Domestic Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.9001,67.1686,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8784,67.0642,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8785,67.064,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8782,67.0643,,,,,,
Block 15 - Karachi,24.9283,67.0753,,,,,,
UBL Sports Complex Bus Stop - Rashid Minhas Road - Federal B Area - Karachi - Sindh,24.9309,67.0858,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8785,67.0642,,,,,,
Jinnah International Airport (International Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.8997,67.1684,,,,,,
Marriott Hotel - Abdullah Haroon Road - Civil Lines - Karachi,24.8462,67.0315,,,,,,
Masjid-e-Ali - Khayaban-e-Muhafiz - Defence Housing Authority - Karachi - Sindh,24.7949,67.0606,,,,,,
17th Street - Karachi,24.7958,67.064,,,,,,
Chaudhry Rehmat Ali Road - Karachi,24.934,67.0489,,,,,,
Marriott Hotel - Abdullah Haroon Road - Civil Lines - Karachi,24.8461,67.031,,,,,,
Block 10A - Gulshan-e-Iqbal - Karachi,24.9096,67.1103,,,,,,
Mai banquet Gulshan e iqbal karachi - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9262,67.1072,,,,,,
Asaish Apartments - Gulistan-e-Johar - Karachi - Sindh,24.918,67.1195,,,,,,
Rizwan football club park - Gulistan-e-Johar - Karachi - Sindh,24.9312,67.0743,,,,,,
Jinnah International Airport (International Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.8995,67.1686,,,,,,
Cafe Zouk SMCHS,24.8647,67.0551,,,,,,
Haq Square Apartment - Karachi,24.8796,67.0354,,,,,,
Rizwan football club park - Gulistan-e-Johar - Karachi - Sindh,24.9313,67.0741,,,,,,
Al-Najeebi Bazar - Gulberg - Karachi - Sindh,24.9189,67.0542,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8786,67.0642,,,,,,
Paradigm Street - Karachi,24.9337,67.0652,,,,,,
The Forum Mall - Clifton - Karachi,24.8276,67.0376,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8783,67.0642,,,,,,
Aga Khan III Road - Karachi,24.8794,67.0385,,,,,,
Sea View Karachi - Sea View Road - Defence Housing Authority - Karachi - Sindh,24.7897,67.0439,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8788,67.0644,,,,,,
Sunny Street - Karachi,24.9048,67.1922,,,,,,
Sector-4 - Karachi,24.9993,67.1083,,,,,,
"MCB Bank - Khayaban-e-Rahat Lane-3 - Phase-VI, DHA - Karachi",24.8092,67.0694,,,,,,
Flynn Street - Karachi,24.8793,67.0272,,,,,,
SCB Operation Building - Saddar Town - Karachi - Sindh,24.8495,67.0017,,,,,,
Allama Shabbir Ahmed Usmani Road - Karachi,24.9305,67.0935,,,,,,
"MCB Bank - Khayaban-e-Rahat Lane-3 - Phase-VI, DHA - Karachi",24.8094,67.0694,,,,,,
Korangi Shah Faisal Road - Karachi,24.8578,67.158,,,,,,
National Stadium Road - Karachi,24.8895,67.066,,,,,,
Blossom High School - Karachi,24.9035,67.0735,,,,,,
"MCB Bank - Khayaban-e-Rahat Lane-3 - Phase-VI, DHA - Karachi",24.8093,67.0693,,,,,,
Lakhany Computers - Saddar Town - Karachi - Sindh,24.8607,67.0244,,,,,,
Whiz Academy - Saba Avenue - Defence Housing Authority - Karachi - Sindh,24.7869,67.0571,,,,,,
32nd Street - Karachi,24.8051,67.0314,,,,,,
D'Mello Road - Saddar Town - Karachi,24.8546,67.0143,,,,,,
UBL Sports Complex Bus Stop - Rashid Minhas Road - Federal B Area - Karachi - Sindh,24.9311,67.086,,,,,,
"MCB Bank - Khayaban-e-Rahat Lane-3 - Phase-VI, DHA - Karachi",24.8092,67.0695,,,,,,
Khaliq-uz-Zaman Road,24.8389,67.0349,,,,,,
Dolmen Mall - Tariq Road - - Karachi,24.8769,67.0622,,,,,,
Lane Number 2 - Karachi,24.8323,67.042,,,,,,
Haq Square Apartment - Karachi,24.8797,67.0352,,,,,,
Home - Near N Street - DHA Phase 4 - Karachi,24.8237,67.0576,,,,,,
Toyota Eastern Motors - Rashid Minhas Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9078,67.1106,,,,,,
MCB Bank - Nursery Karachi - Shahrah-e-Faisal - - Karachi,24.8612,67.0653,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8297,67.073,,,,,,
Harmain Towers - Johar Mor Road Service Lane - Gulistan-e-Johar - Karachi - Sindh,24.9054,67.1151,,,,,,
CONSULATE OF THE REPUBLIC OF SIERRA LEONE,24.8511,67.0178,,,,,,
Lyari Expressway - Karachi,24.9296,67.084,,,,,,
Agha Khan University Hospital - National Stadium Road - Karachi,24.8911,67.0743,,,,,,
Lyari Expressway - Karachi,24.9319,67.0922,,,,,,
32nd Street - Karachi,24.805,67.0314,,,,,,
Jamaluddin Afghani Road - Karachi,24.8819,67.0631,,,,,,
Quality Surgical + Scientific - Bhicaji Street - Saddar Town - Karachi - Sindh,24.8582,67.0333,,,,,,
Zone B - Block 7 - Karachi,24.8322,67.0322,,,,,,
10th Street East - Karachi,24.8424,67.0701,,,,,,
SIDS N SIDS Production - North Nazimabad - Karachi - Sindh,24.9484,67.0599,,,,,,
Garden Jamatkhana - Nusserwanji Road - Jamshed Town - Karachi - Sindh,24.8821,67.0322,,,,,,
HR Computer Academy - Jamshed Town - Karachi - Sindh,24.8515,67.0657,,,,,,
Training Xperts - Defence Housing Authority - Karachi - Sindh,24.8149,67.0442,,,,,,
MCB Bank - Main Clayton Road - Soldier Bazar - Karachi,24.8764,67.0326,,,,,,
Dolmen Mall - Sea View Road - Karachi,24.8027,67.0306,,,,,,
Sunny Street - Karachi,24.905,67.1923,,,,,,
Siraj Road - Karachi,24.864,67.0575,,,,,,
SN.Khan Street - Karachi,24.966,67.0504,,,,,,
Marriott Hotel - Abdullah Haroon Road - Civil Lines - Karachi,24.8464,67.0315,,,,,,
SN.Khan Street - Karachi,24.966,67.0503,,,,,,
"BarBQ Tonight, Clifton - Saddar Town - Karachi - Sindh",24.8161,67.0212,,,,,,
Khayaban-e-Ittehad Road - Karachi,24.8301,67.0742,,,,,,
Shahrah Noor Jahan - Karachi,24.9674,67.0514,,,,,,
Home accurate,24.8181,67.078,,,,,,
32nd Street - Karachi,24.805,67.0313,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8298,67.0728,,,,,,
DHA Golf Club - Zulfiqar Street - DHA Phase 8 - Karachi,24.7726,67.098,,,,,,
block-7 - Karachi,24.8287,67.0218,,,,,,
University Road - Karachi,24.9324,67.1357,,,,,,
SN.Khan Street - Karachi,24.9659,67.0507,,,,,,
Ghadeer Chawk - Nazimabad - Karachi - Sindh,24.9004,67.0275,,,,,,
Lane Number 2 - Karachi,24.8322,67.042,,,,,,
Labbaik Marriage Hall - Liaqatabad Flyover Road - Hussainabad - Karachi,24.9188,67.0546,,,,,,
Shaheed Foundation Pakistan - Abajee Street - Federal B Area - Karachi - Sindh,24.9457,67.08,,,,,,
ICIL HEAD OFFICE - Ittehad Lane 6 - Defence Housing Authority - Karachi - Sindh,24.8025,67.0741,,,,,,
Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi,24.8297,67.0731,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8783,67.0643,,,,,,
Premier Maqam(Place),24.9349,67.0494,,,,,,
Saifee Hospital - North Nazimabad - Karachi - Sindh,24.9313,67.0385,,,,,,
Premier Maqam(Place) - Karachi,24.9349,67.0494,,,,,,
Charminar Chowrangi - Gulshan-e-Iqbal - Karachi - Sindh,24.8826,67.0675,,,,,,
Lyari Expressway - Karachi,24.9318,67.0923,,,,,,
B 1st Street - Karachi,24.8149,67.0562,,,,,,
10th S St - Karachi - Karachi,24.8361,67.0539,,,,,,
Service Lane - Karachi,24.9118,67.1297,,,,,,
Jinnah International Airport (Domestic Arrival) - Airport - Airport Avenue - Short Stay - Karachi,24.8998,67.1683,,,,,,
Premier Maqam(Place),24.9346,67.0493,,,,,,
B 1st Street - Karachi,24.8149,67.0561,,,,,,
Dolmen Mall Hyderi - Shahrah-e-Sher Shah Suri - Hyderi/North Nazimabad - Karachi,24.9354,67.0404,,,,,,
PSO Head Office - Khayaban-e-Iqbal Road - Clifton - Karachi - Sindh,24.8373,67.0336,,,,,,
Lyari Expressway - Karachi,24.9226,67.0815,,,,,,
National Bank of Pakistan - Tariq Road - - Karachi,24.8759,67.062,,,,,,
Pearl Continental - Ziauddin Ahmed Road - PIDC - Karachi,24.8472,67.0247,,,,,,
Embassy Inn - Shahrah-e-Faisal - Jamshed Town - Karachi - Sindh,24.8592,67.0579,,,,,,
Kolachi Restaurant - Sea View Road - Karachi,24.7565,67.0948,,,,,,
Abajee Street - Karachi,24.9456,67.079,,,,,,
Lyari Expressway - Karachi,24.9318,67.0922,,,,,,
UK Square - Federal B Area - Karachi - Sindh,24.9377,67.0784,,,,,,
Dhoraji Kidmai Dispensary - Gulshan-e-Iqbal - Karachi - Sindh,24.9321,67.0942,,,,,,
10th S St - Karachi - Karachi,24.8361,67.0542,,,,,,
Blossom High School - Karachi,24.9034,67.0735,,,,,,
Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi,24.8297,67.073,,,,,,
Club Road - Karachi,24.8479,67.0259,,,,,,
Pearl Continental - Ziauddin Ahmed Road - PIDC - Karachi,24.8472,67.0249,,,,,,
Saba Avenue - Karachi,24.9097,67.0773,,,,,,
Sizzlerz Caf� & Grill - Gulshan-e-Iqbal - Gulshan-e-Iqbal - Karachi - Sindh,24.9307,67.0993,,,,,,
PSG Hospital - Shaheed-e-Millat Road - Jamshed Town - Karachi - Sindh,24.8739,67.0745,,,,,,
Tabish Dehlavi Road - Karachi,24.92,67.0241,,,,,,
Muhammad Ali Society Post Office - Miran Mohammed Shah Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8785,67.0883,,,,,,
FTC Building - Shahrah-e-Faisal - Karachi,24.8574,67.0511,,,,,,
Centerpoint Tower - Karachi - Sindh,24.8323,67.0808,,,,,,
Faysal Bank - Denso Hall Branch - Saddar - Karachi,24.8532,67.0047,,,,,,
Shahrah Noor Jahan - Karachi,24.9675,67.0518,,,,,,
Block 16 - Karachi - Karachi,24.903,67.0818,,,,,,
"Nandos - Main Boat Basin, Clifton - Karachi",24.8274,67.0244,restaurants,Business,All offerings,30-45,Male,Free Appetiser
The Place. - Defence Housing Authority - Karachi - Sindh,24.7792,67.0896,,,,,,
Standard Charted Bank - Schon Circle Branch - Khayaban-e-Roomi - Clifton - Karachi,24.8274,67.0362,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8299,67.0729,,,,,,
Service Lane - Karachi,24.9039,67.0693,,,,,,
Metro Cash & Carry Parking - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9222,67.1051,,,,,,
Shahrah Noor Jahan - Karachi,24.9674,67.0513,,,,,,
Nawab Siddique Ali Khan Road - Karachi,24.9089,67.0323,,,,,,
Habib Bank - Arif Habib Bank - Shahrah-e-Sher Shah Suri - Burmah Shell Society - Karachi,24.9271,67.0331,,,,,,
The City School Junior-A F.B. Area - Gulberg - Karachi - Sindh,24.9256,67.0537,,,,,,
5th Back Alley - Karachi,24.8678,67.05,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8298,67.0731,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8782,67.0646,,,,,,
Filli Cafe PK - Jamshed Town - Karachi - Sindh,24.8779,67.0593,restaurants,Business,,,,
Abbo Nano - Near Masjid Khadija Ul Kubra,24.83,67.1065,,,,,,
garden - Garden West - Karachi - Sindh,24.876,67.0229,,,,,,
Gulshan-e-Amin Tower - Karachi,24.9139,67.1252,,,,,,
Delta Consultants - Karachi - Sindh,24.8573,67.0444,,,,,,
University Road - Karachi,24.9319,67.1345,,,,,,
Del Frio - Khayaban-e-Roomi - Boat Basin Clifton - Karachi,24.8275,67.028,,,,,,
Defence Garden Apartments - Karachi - Sindh,24.8455,67.0539,,,,,,
Home - Near home Near - Al-Rehman Grammar School - North Karachi Township - Karachi - Sindh,25.0034,67.0577,,,,,,
Clarke Street - Karachi,24.8597,67.0291,,,,,,
Saima Paree - Karachi,24.9386,67.0445,,,,,,
Premier Maqam(Place) - Karachi,24.9348,67.0495,,,,,,
Sir Syed Marriage Lawn - Nawab Siddique Ali Khan Road - Nazimabad No.1 - Karachi,24.9064,67.0306,,,,,,
KU Circular Road - Karachi,24.9472,67.1262,,,,,,
Hassan Square Bus Stop - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.8998,67.0711,,,,,,
Shahrah-e-Faisal - Karachi,24.8654,67.0703,,,,,,
Block 16 - Karachi - Karachi,24.9032,67.0818,,,,,,
Zainab Plaza - Gulshan-e-Iqbal - Karachi - Sindh,24.9021,67.0843,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9294,67.0676,,,,,,
Pizza Point - North Nazimabad - Karachi - Sindh,24.939,67.0521,,,,,,
University of Karachi - Gulshan Town - Karachi,24.9381,67.1203,,,,,,
Saudabad Square - Malir Cantonment - Karachi - Sindh,24.9009,67.2013,,,,,,
"BBQ Tonight - Boat Basin, Clifton, Block 5 - Karachi",24.8162,67.0212,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8784,67.0644,,,,,,
University Road - Karachi,24.9324,67.1356,,,,,,
Creek Road - Karachi,24.8023,67.078,,,,,,
Blossom High School - Karachi,24.9036,67.0735,,,,,,
Sohrab Ghoth - Gulshan-e-Iqbal - Karachi - Sindh,24.953,67.0989,,,,,,
Block 16 - Karachi - Karachi,24.9033,67.0821,,,,,,
Regent Plaza Hotel - Rafiqi H J Road - Saddar Town - Karachi,24.8553,67.0391,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8784,67.0641,,,,,,
Habib Bank - Shahrah-e-Faisal - Baloch Colony - Karachi,24.8677,67.0833,,,,,,
Haq Square Apartment - Karachi,24.8798,67.0355,,,,,,
Home - Near home Near - Al-Rehman Grammar School - North Karachi Township - Karachi - Sindh,25.0036,67.0576,,,,,,
Lyari Expressway - Karachi,24.9319,67.0923,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8785,67.0643,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8785,67.0644,,,,,,
Cafe Naveed Pyala - Sunset Lane 5 - Defence Housing Authority - Karachi - Sindh,24.8312,67.0661,,,,,,
Jama Masjid Faizan e Bismillah - Sunny Side Road - Saddar Town - Karachi - Sindh,24.8435,67.0344,,,,,,
Block 14 - Karachi,24.9316,67.0742,,,,,,
Embassy Inn - Shahrah-e-Faisal - Jamshed Town - Karachi - Sindh,24.8595,67.0579,,,,,,
Dua Restaurant - Saddar Town - Karachi - Sindh,24.8101,67.0177,,,,,,
UK Square - Federal B Area - Karachi - Sindh,24.9378,67.0785,,,,,,
Demac Media Pakistan - Hassan Ali Street - Saddar Town - Karachi - Sindh,24.8502,67.0175,,,,,,
Service Road - Karachi,24.9052,67.0741,,,,,,
Habib Bank - Shahrah-e-Faisal - Baloch Colony - Karachi,24.8678,67.083,,,,,,
Kababjees Shahed-E-Millat Branch - Gulshan-e-Iqbal - Karachi - Sindh,24.883,67.0601,restaurants,Business,,,,
10th S St - Karachi - Karachi,24.8362,67.054,,,,,,
Expo Centre - University Road - Gulshan Town - Karachi,24.902,67.0756,,,,,,
"Careem Fleet Office, Karachi - Careem Karachi Office - 11th Jami Street Commercial - Jami Commercial Area - DHA 7 - Karachi",24.8301,67.0729,,,,,,
Hotel Days Inn - Shahrah-e-Faisal Road - Baloch Colony - Karachi,24.8674,67.0842,,,,,,
Habib Bank - Shahrah-e-Faisal - Baloch Colony - Karachi,24.8678,67.0832,,,,,,
Embassy Inn - Shahrah-e-Faisal - Jamshed Town - Karachi - Sindh,24.8593,67.0578,,,,,,
Shaheed Foundation Pakistan - Abajee Street - Federal B Area - Karachi - Sindh,24.9458,67.0801,,,,,,
Hasan Lodge - Shahrah-e-Pakistan - Federal B Area - Karachi - Sindh,24.9292,67.0675,,,,,,
Street - Karachi,24.9049,67.1859,,,,,,
University Road - Karachi,24.9326,67.1358,,,,,,
Rhodene Academy - Gizri - Karachi - Sindh,24.8267,67.0418,,,,,,
Khawer Iqbal Haute Couture - Defence Housing Authority - Karachi - Sindh,24.7869,67.0567,,,,,,
Clifton Public School - Saddar Town - Karachi - Sindh,24.8148,67.0189,,,,,,
Careem Engineering Office - Dilkusha Forum - Tariq Road - Karachi,24.8784,67.0643,,,,,,
Delta Shipping - Saddar Town - Karachi - Sindh,24.849,67.0206,,,,,,
Nixor College - Khayaban-e-Shaheen - Defence Housing Authority - Karachi - Sindh,24.804,67.0585,,,,,,
UBL Fund Managers Head Office - Saddar Town - Karachi - Sindh,24.8435,67.0275,,,,,,
Josh Malih Abadi Road - Karachi,24.9298,67.0583,,,,,,
Minto Pan Shop - North Nazimabad - Karachi - Sindh,24.9447,67.0408,others,Business,,,,
R-214 - Sector 14-B - Shadman Town - Karachi,24.9627,67.0551,,,,,,
MCB Bank - Uni Towers - Hasrat Mohani Road - - Karachi,24.8505,67.0072,,,,,,
Hollywood Bakery - University Road - Gulshan-e-Iqbal - Karachi - Sindh,24.9053,67.0784,bakery,Business,,,,
Khayban-e-Hafiz - DHA Phase 6 - Karachi,24.8042,67.0667,,,,,,
Shaikh Muhammad Faisals House - Khayaban-e-Tariq - Defence Housing Authority - Karachi - Sindh,24.7908,67.0692,,,,,,
Mallala's house - Khayaban-e-Badar - Karachi,24.8202,67.0689,,,,,,
Habib Bank - Shahrah-e-Faisal - Baloch Colony - Karachi,24.8678,67.0831,,,,,,
10th S St - Karachi - Karachi,24.836,67.054,,,,,,
Shaheed Foundation Pakistan - Abajee Street - Federal B Area - Karachi - Sindh,24.9454,67.0798,,,,,,
"Clifton, Block 9 - Gizri - Karachi - Sindh",24.826,67.0416,,,,,,
The Educators - Gulshan-e-Iqbal - Karachi - Sindh,24.9074,67.0894,,,,,,
Oyster View Apartments - Saddar Town - - Sindh,24.814,67.0118,,,,,,
Lane Number 2 - Karachi,24.8322,67.0412,,,,,,
PIDC Building - Saddar Town - Karachi - Sindh,24.8464,67.0248,,,,,,
Hotel Mehran - Abdullah Haroon Road - Karachi,24.852,67.0339,,,,,,
Pearl Continental Hotel Parking - Saddar Town - Karachi - Sindh,24.847,67.0248,,,,,,
Cosmopolitan - Shahrah-e-Quaideen - Jamshed Town - Karachi - Sindh,24.8622,67.0581,,,,,,
Hotel Mehran - Abdullah Haroon Road - Karachi,24.8519,67.0339,,,,,,
Sunny Street - Karachi,24.9051,67.1924,,,,,,
KFC - Bahadurabad Road - - Karachi,24.8815,67.0668,restaurants,Business,,,,
Saima Paree - Karachi,24.9385,67.0447,,,,,,
Little Heart School - Malir Cantonment - Karachi - Sindh,24.9113,67.1845,,,,,,
Jinnah International Airport (Arrivals) - Karachi,24.9,67.1683,,,,,,
Hotel Mehran - Abdullah Haroon Road - Karachi,24.852,67.0338,,,,,,
Steep Hill Drive - Karachi,24.9265,67.1301,,,,,,
Karsaz Road - Karachi,24.8882,67.0873,,,,,,
